LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
529,Sep,28,9:10:49,combo,nfslock,,rpc.statd startup succeeded,E2,<*> startup succeeded
530,Sep,28,9:10:49,combo,kernel,,"There is already a security framework initialized, register_security failed.",E29,"There is already a security framework initialized, register_security failed."
531,Sep,28,9:10:49,combo,kernel,,Failure registering capabilities with the kernel,E30,Failure registering capabilities with the kernel
532,Sep,28,9:10:49,combo,kernel,,selinux_register_security:  Registering secondary module capability,E31,selinux_register_security:  Registering secondary module capability
533,Sep,28,9:10:49,combo,kernel,,Capability LSM initialized,E32,Capability LSM initialized
534,Sep,28,9:10:49,combo,kernel,,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E33,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)"
535,Sep,28,9:10:49,combo,kernel,,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E34,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)"
536,Sep,28,9:10:49,combo,kernel,,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",E35,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)"
537,Sep,28,9:10:49,combo,kernel,,"CPU: L1 I cache: 16K, L1 D cache: 16K",E37,"CPU: L1 I cache: <*>, L1 D cache: <*>"
538,Sep,28,9:10:49,combo,kernel,,CPU: L2 cache: 256K,E38,CPU: L2 cache: <*>
539,Sep,28,9:10:49,combo,kernel,,Intel machine check architecture supported.,E39,Intel machine check architecture supported.
540,Sep,28,9:10:49,combo,kernel,,Intel machine check reporting enabled on CPU#0.,E40,Intel machine check reporting enabled on CPU#<*>.
541,Sep,28,9:10:49,combo,kernel,,CPU: Intel Pentium III (Coppermine) stepping 06,E41,CPU: Intel Pentium III (Coppermine) stepping <*>
542,Sep,28,9:10:49,combo,kernel,,Enabling fast FPU save and restore... done.,E42,Enabling fast FPU save and restore... done.
543,Sep,28,9:10:49,combo,kernel,,Enabling unmasked SIMD FPU exception support... done.,E43,Enabling unmasked SIMD FPU exception support... done.
544,Sep,28,9:10:49,combo,kernel,,Checking 'hlt' instruction... OK.,E44,Checking 'hlt' instruction... OK.
545,Sep,28,9:10:50,combo,kernel,,POSIX conformance testing by UNIFIX,E45,POSIX conformance testing by UNIFIX
546,Sep,28,9:10:50,combo,kernel,,NET: Registered protocol family 16,E46,NET: Registered protocol family <*>
547,Sep,28,9:10:50,combo,kernel,,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",E47,"PCI: PCI BIOS revision <*>.<*> entry at <*>, last bus=<*>"
548,Sep,28,9:10:50,combo,kernel,,PCI: Using configuration type 1,E48,PCI: Using configuration type <*>
549,Sep,28,9:10:50,combo,kernel,,mtrr: v2.0 (20020519),E49,mtrr: v<*>.<*> (<*>)
550,Sep,28,9:10:50,combo,kernel,,ACPI: Subsystem revision 20040326,E50,ACPI: Subsystem revision <*>
551,Sep,28,9:10:50,combo,kernel,,ACPI: Interpreter disabled.,E51,ACPI: Interpreter disabled.
552,Sep,28,9:10:50,combo,kernel,,Linux Plug and Play Support v0.97 (c) Adam Belay,E52,Linux Plug and Play Support v<*>.<*> (c) Adam Belay
553,Sep,28,9:10:50,combo,kernel,,usbcore: registered new driver usbfs,E53,usbcore: registered new driver usbfs
554,Sep,28,9:10:50,combo,kernel,,usbcore: registered new driver hub,E54,usbcore: registered new driver hub
555,Sep,28,9:10:50,combo,kernel,,ACPI: ACPI tables contain no PCI IRQ routing entries,E55,ACPI: ACPI tables contain no PCI IRQ routing entries
556,Sep,28,9:10:50,combo,kernel,,PCI: Invalid ACPI-PCI IRQ routing table,E56,PCI: Invalid ACPI-PCI IRQ routing table
557,Sep,28,9:10:50,combo,kernel,,PCI: Probing PCI hardware,E58,PCI: Probing PCI hardware
558,Sep,28,9:10:50,combo,kernel,,PCI: Probing PCI hardware (bus 00),E59,PCI: Probing PCI hardware (bus <*>)
559,Sep,28,9:10:50,combo,kernel,,Transparent bridge - 0000:00:1e.0,E60,Transparent bridge - <*>
560,Sep,28,9:10:50,combo,kernel,,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,E61,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>
561,Sep,28,9:10:50,combo,kernel,,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),E167,apm: BIOS version <*>.<*> Flags <*> (Driver version <*>.<*>)
562,Sep,28,9:10:50,combo,rpcidmapd,,rpc.idmapd startup succeeded,E2,<*> startup succeeded
563,Sep,28,9:10:50,combo,kernel,,audit: initializing netlink socket (disabled),E155,audit: initializing netlink socket (disabled)
564,Sep,28,9:10:50,combo,kernel,,audit(1127898608.244:0): initialized,E62,audit(<*>.<*>:<*>): initialized
565,Sep,28,9:10:50,combo,kernel,,"Total HugeTLB memory allocated, 0",E63,"Total HugeTLB memory allocated, <*>"
566,Sep,28,9:10:50,combo,random,,Initializing random number generator:  succeeded,E57,Initializing random number generator:  succeeded
567,Sep,28,9:10:50,combo,kernel,,VFS: Disk quotas dquot_6.5.1,E65,VFS: Disk quotas dquot_<*>.<*>.<*>
568,Sep,28,9:10:50,combo,kernel,,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E168,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)"
569,Sep,28,9:10:50,combo,kernel,,SELinux:  Registering netfilter hooks,E66,SELinux:  Registering netfilter hooks
570,Sep,28,9:10:50,combo,kernel,,Initializing Cryptographic API,E67,Initializing Cryptographic API
571,Sep,28,9:10:50,combo,kernel,,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,E68,pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>
572,Sep,28,9:10:50,combo,kernel,,isapnp: Scanning for PnP cards...,E69,isapnp: Scanning for PnP cards...
573,Sep,28,9:10:50,combo,kernel,,isapnp: No Plug & Play device found,E70,isapnp: No Plug & Play device found
574,Sep,28,9:10:50,combo,kernel,,Real Time Clock Driver v1.12,E71,Real Time Clock Driver v<*>.<*>
575,Sep,28,9:10:50,combo,kernel,,Linux agpgart interface v0.100 (c) Dave Jones,E72,Linux agpgart interface v<*>.<*> (c) Dave Jones
576,Sep,28,9:10:50,combo,rc,,Starting pcmcia:  succeeded,E64,Starting pcmcia:  succeeded
577,Sep,28,9:10:50,combo,kernel,,agpgart: Detected an Intel i810 E Chipset.,E73,agpgart: Detected an Intel i810 E Chipset.
578,Sep,28,9:10:50,combo,kernel,,agpgart: Maximum main memory to use for agp memory: 93M,E74,agpgart: Maximum main memory to use for agp memory: <*>
579,Sep,28,9:10:50,combo,kernel,,agpgart: detected 4MB dedicated video ram.,E75,agpgart: detected <*> dedicated video ram.
580,Sep,28,9:10:50,combo,kernel,,agpgart: AGP aperture is 64M @ 0xf4000000,E78,agpgart: AGP aperture is <*> @ <*>
581,Sep,28,9:10:58,combo,kernel,,Bluetooth: Core ver 2.4,E81,Bluetooth: Core ver <*>.<*>
582,Sep,28,9:10:58,combo,kernel,,NET: Registered protocol family 31,E46,NET: Registered protocol family <*>
583,Sep,28,9:10:59,combo,kernel,,Bluetooth: HCI device and connection manager initialized,E82,Bluetooth: HCI device and connection manager initialized
584,Sep,28,9:10:59,combo,kernel,,Bluetooth: HCI socket layer initialized,E83,Bluetooth: HCI socket layer initialized
585,Sep,28,9:10:59,combo,kernel,,Bluetooth: L2CAP ver 2.1,E84,Bluetooth: L2CAP ver <*>.<*>
586,Sep,28,9:10:59,combo,kernel,,Bluetooth: L2CAP socket layer initialized,E85,Bluetooth: L2CAP socket layer initialized
587,Sep,28,9:10:59,combo,kernel,,Bluetooth: RFCOMM ver 1.2,E86,Bluetooth: RFCOMM ver <*>.<*>
588,Sep,28,9:10:59,combo,kernel,,Bluetooth: RFCOMM socket layer initialized,E87,Bluetooth: RFCOMM socket layer initialized
589,Sep,28,9:10:59,combo,kernel,,Bluetooth: RFCOMM TTY layer initialized,E88,Bluetooth: RFCOMM TTY layer initialized
590,Sep,28,9:11:04,combo,kernel,,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",E186,"parport0: PC-style at <*> (<*>) [PCSPP,TRISTATE,EPP]"
591,Sep,28,9:11:04,combo,kernel,,parport0: irq 7 detected,E159,parport0: irq <*> detected
592,Sep,28,9:11:04,combo,kernel,,lp0: using parport0 (polling).,E89,lp0: using parport0 (polling).
593,Sep,28,9:11:04,combo,kernel,,lp0: console ready,E90,lp0: console ready
594,Sep,28,9:11:06,combo,cups,,cupsd startup succeeded,E2,<*> startup succeeded
595,Sep,28,9:11:06,combo,sshd,,succeeded,E91,succeeded
596,Sep,28,9:11:06,combo,xinetd,,xinetd startup succeeded,E2,<*> startup succeeded
597,Sep,28,9:11:09,combo,xinetd,2006,No such internal service: services/stream - DISABLING,E148,No such internal service: services/stream - DISABLING
598,Sep,28,9:11:09,combo,sendmail,,sendmail startup succeeded,E2,<*> startup succeeded
599,Sep,28,9:11:09,combo,sendmail,,sm-client startup succeeded,E2,<*> startup succeeded
600,Sep,28,9:11:10,combo,xinetd,2006,bind failed (Address already in use (errno = 98)). service = telnet,E169,bind failed (Address already in use (errno = <*>)). service = telnet
601,Sep,28,9:11:10,combo,xinetd,2006,Service telnet failed to start and is deactivated.,E147,Service telnet failed to start and is deactivated.
602,Sep,28,9:11:10,combo,xinetd,2006,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,E170,xinetd Version <*>.<*>.<*> started with libwrap loadavg options compiled in.
603,Sep,28,9:11:10,combo,xinetd,2006,Started working: 30 available services,E146,Started working: <*> available services
604,Sep,28,9:11:14,combo,udev,2045,creating device node '/udev/lp0',E92,creating device node '/udev/<*>'
605,Sep,28,9:11:18,combo,spamassassin,,spamd startup succeeded,E2,<*> startup succeeded
606,Sep,28,9:11:18,combo,privoxy,,Sep 28 09:11:18 Privoxy(-150880128) Info: loading configuration file '/etc/privoxy/config':,E180,Sep <*> <*>:<*>:<*> Privoxy(<*>) Info: loading configuration file '/etc/privoxy/config':
607,Sep,28,9:11:19,combo,privoxy,,privoxy startup succeeded,E2,<*> startup succeeded
608,Sep,28,9:11:20,combo,gpm,2071,*** info [startup.c(95)]:,E93,*** info [<*>(<*>)]:
609,Sep,28,9:11:20,combo,gpm,2071,Started gpm successfully. Entered daemon mode.,E149,Started gpm successfully. Entered daemon mode.
610,Sep,28,9:11:20,combo,gpm,2071,*** info [mice.c(1766)]:,E93,*** info [<*>(<*>)]:
611,Sep,28,9:11:20,combo,gpm,2071,imps2: Auto-detected intellimouse PS/2,E156,imps2: Auto-detected intellimouse PS/2
612,Sep,28,9:11:20,combo,gpm,,gpm startup succeeded,E2,<*> startup succeeded
613,Sep,28,9:11:21,combo,su(pam_unix),2080,session opened for user htt by (uid=0),E94,session opened for user <*> by (uid=<*>)
614,Sep,28,9:11:21,combo,su(pam_unix),2080,session closed for user htt,E95,session closed for user <*>
615,Sep,28,9:11:21,combo,IIim,,htt startup succeeded,E2,<*> startup succeeded
616,Sep,28,9:11:24,combo,htt_server,2083,started.,E96,started.
617,Sep,28,9:11:25,combo,canna,,succeeded,E91,succeeded
618,Sep,28,9:11:25,combo,crond,,crond startup succeeded,E2,<*> startup succeeded
619,Sep,28,9:11:30,combo,xfs,,xfs startup succeeded,E2,<*> startup succeeded
620,Sep,28,9:11:30,combo,anacron,,anacron startup succeeded,E2,<*> startup succeeded
621,Sep,28,9:11:30,combo,atd,,atd startup succeeded,E2,<*> startup succeeded
622,Sep,28,9:11:31,combo,readahead,,Starting background readahead:,E97,Starting background readahead:
623,Sep,28,9:11:31,combo,rc,,Starting readahead:  succeeded,E98,Starting readahead:  succeeded
624,Sep,28,9:11:32,combo,messagebus,,messagebus startup succeeded,E2,<*> startup succeeded
625,Sep,28,9:11:52,combo,httpd,,httpd startup succeeded,E2,<*> startup succeeded
626,Sep,28,9:11:55,combo,squid,2265,Squid Parent: child process 2267 started,E144,Squid Parent: child process <*> started
627,Sep,28,13:12:04,combo,named,2281,starting BIND 9.2.3 -u named -t /var/named/chroot,E166,starting BIND <*>.<*>.<*> -u named -t /var/named/chroot
628,Sep,28,13:12:04,combo,named,2281,using 1 CPU,E99,using <*> CPU
629,Sep,28,9:12:04,combo,named,,named startup succeeded,E2,<*> startup succeeded
630,Sep,28,13:12:05,combo,named,2281,loading configuration from '/etc/named.conf',E100,loading configuration from '/etc/named.conf'
631,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface lo, 127.0.0.1#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
632,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0, 63.126.79.67#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
633,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:1, 63.126.79.69#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
634,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:2, 63.126.79.70#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
635,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:3, 63.126.79.71#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
636,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:4, 63.126.79.72#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
637,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:5, 63.126.79.73#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
638,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:6, 63.126.79.75#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
639,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:7, 63.126.79.80#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
640,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:8, 63.126.79.81#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
641,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:9, 63.126.79.82#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
642,Sep,28,13:12:05,combo,named,2281,"listening on IPv4 interface eth0:10, 63.126.79.83#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
643,Sep,28,13:12:06,combo,named,2281,"listening on IPv4 interface eth0:11, 63.126.79.84#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
644,Sep,28,13:12:07,combo,named,2281,"listening on IPv4 interface eth0:12, 63.126.79.85#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
645,Sep,28,9:12:07,combo,snmpd,,snmpd startup succeeded,E2,<*> startup succeeded
646,Sep,28,13:12:07,combo,named,2281,"listening on IPv4 interface eth0:13, 63.126.79.87#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
647,Sep,28,9:12:09,combo,snmpd,2293,NET-SNMP version 5.1.1,E143,NET-SNMP version <*>.<*>.<*>
648,Sep,28,13:12:09,combo,named,2281,"listening on IPv4 interface eth0:14, 63.126.79.89#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
649,Sep,28,13:12:10,combo,named,2281,"listening on IPv4 interface eth0:15, 63.126.79.90#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
650,Sep,28,9:12:10,combo,ntpd,2310,ntpd 4.2.0@1.1161-r Thu Mar 11 11:46:39 EST 2004 (1),E176,ntpd <*>.<*>.<*>@<*>.<*>-r Thu Mar <*> <*>:<*>:<*> EST <*> (<*>)
651,Sep,28,9:12:10,combo,ntpd,,ntpd startup succeeded,E2,<*> startup succeeded
652,Sep,28,13:12:11,combo,named,2281,"listening on IPv4 interface eth0:16, 63.126.79.95#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
653,Sep,28,13:12:12,combo,named,2281,"listening on IPv4 interface eth0:17, 63.126.79.100#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
654,Sep,28,9:12:13,combo,ntpd,2310,precision = 2.000 usec,E139,precision = <*>.<*> usec
655,Sep,28,13:12:14,combo,named,2281,"listening on IPv4 interface eth0:18, 63.126.79.105#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
656,Sep,28,9:12:14,combo,ntpd,2310,kernel time sync status 0040,E102,kernel time sync status <*>
657,Sep,28,13:12:14,combo,named,2281,"listening on IPv4 interface eth0:19, 63.126.79.110#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
658,Sep,28,13:12:16,combo,named,2281,"listening on IPv4 interface eth0:20, 63.126.79.115#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
659,Sep,28,9:12:15,combo,ntpd,2310,frequency initialized 0.000 PPM from /var/lib/ntp/drift,E171,frequency initialized <*>.<*> PPM from /var/lib/ntp/drif
660,Sep,28,13:12:16,combo,named,2281,"listening on IPv4 interface eth0:21, 63.126.79.120#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
661,Sep,28,9:12:17,combo,ntpd,2310,"configure: keyword ""authenticate"" unknown, line ignored",E138,"configure: keyword ""authenticate"" unknown, line ignored"
662,Sep,28,13:12:17,combo,named,2281,"listening on IPv4 interface eth0:22, 63.126.79.125#53",E101,listening on IPv4 interface <*> <*>.<*>.<*>.<*>#<*>
663,Sep,28,9:12:20,combo,mysqld,,Starting MySQL:  succeeded,E137,Starting MySQL:  succeeded
664,Sep,28,13:12:20,combo,named,2281,couldn't add command channel 127.0.0.1#953: not found,E103,couldn't add command channel <*>: not found
665,Sep,28,13:12:20,combo,named,2281,couldn't add command channel ::1#953: not found,E103,couldn't add command channel <*>: not found
666,Sep,28,9:12:20,combo,rsyncd,2369,"rsyncd version 2.6.2 starting, listening on port 873",E105,"rsyncd version <*>.<*>.<*> starting, listening on port <*>"
667,Sep,28,13:12:21,combo,named,2281,running,E104,running
668,Sep,28,9:12:22,combo,mdmonitor,,mdadm succeeded,E106,<*> succeeded
669,Oct,25,10:06:09,combo,messagebus,,messagebus -TERM succeeded,E107,messagebus -TERM succeeded
670,Oct,25,10:06:10,combo,gpm,2071,*** info [mice.c(1766)]:,E93,*** info [<*>(<*>)]:
671,Oct,25,10:06:10,combo,gpm,2071,imps2: Auto-detected intellimouse PS/2,E156,imps2: Auto-detected intellimouse PS/2
672,Oct,25,10:06:11,combo,atd,,atd shutdown succeeded,E108,<*> shutdown succeeded
673,Oct,25,10:06:12,combo,privoxy,,privoxy shutdown succeeded,E108,<*> shutdown succeeded
674,Oct,25,10:06:12,combo,cups,,cupsd shutdown succeeded,E108,<*> shutdown succeeded
675,Oct,25,10:06:13,combo,xfs,2155,terminating,E142,terminating
676,Oct,25,10:06:14,combo,xfs,,xfs shutdown succeeded,E108,<*> shutdown succeeded
677,Oct,25,10:06:14,combo,FreeWnn,,jserver shutdown succeeded,E108,<*> shutdown succeeded
678,Oct,25,10:06:14,combo,cannaserver,2105,irw_killserver:cannaserver end,E150,irw_killserver:cannaserver end
679,Oct,25,10:06:14,combo,canna,,Stopping Canna server: succeeded,E109,Stopping Canna server: succeeded
680,Oct,25,10:06:15,combo,mysqld,,Stopping MySQL:  succeeded,E110,Stopping MySQL:  succeeded
681,Oct,25,10:06:16,combo,gpm,,gpm shutdown succeeded,E108,<*> shutdown succeeded
682,Oct,25,10:06:21,combo,httpd,,httpd shutdown succeeded,E108,<*> shutdown succeeded
683,Oct,25,10:06:22,combo,squid,,Stopping squid:,E111,Stopping squid:
684,Oct,25,10:06:24,combo,squid,,.,E112,.
685,Oct,25,10:06:53,combo,squid,2265,Squid Parent: child process 2267 exited with status 0,E145,Squid Parent: child process <*> exited with status <*>
686,Oct,25,10:06:54,combo,squid,,.,E112,.
687,Oct,25,10:06:54,combo,squid,,,E188,
688,Oct,25,10:06:54,combo,rc,,Stopping squid:  succeeded,E113,Stopping squid:  succeeded
689,Oct,25,10:06:54,combo,sshd,,sshd -TERM succeeded,E151,sshd -TERM succeeded
690,Oct,25,10:06:55,combo,sendmail,,sendmail shutdown succeeded,E108,<*> shutdown succeeded
691,Oct,25,10:06:55,combo,sendmail,,sm-client shutdown succeeded,E108,<*> shutdown succeeded
692,Oct,25,10:06:59,combo,spamassassin,,spamd shutdown succeeded,E108,<*> shutdown succeeded
693,Oct,25,10:06:59,combo,smartd,1760,smartd received signal 15: Terminated,E115,smartd received signal 15: Terminated
694,Oct,25,10:06:59,combo,smartd,1760,smartd is exiting (exit status 0),E116,smartd is exiting (exit status 0)
695,Oct,25,10:07:00,combo,smartd,,smartd shutdown succeeded,E108,<*> shutdown succeeded
696,Oct,25,14:07:01,combo,named,2281,shutting down,E117,shutting down
697,Oct,25,14:07:01,combo,named,2281,no longer listening on 127.0.0.1#53,E118,no longer listening on <*>
698,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.67#53,E118,no longer listening on <*>
699,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.69#53,E118,no longer listening on <*>
700,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.70#53,E118,no longer listening on <*>
701,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.71#53,E118,no longer listening on <*>
702,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.72#53,E118,no longer listening on <*>
703,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.73#53,E118,no longer listening on <*>
704,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.75#53,E118,no longer listening on <*>
705,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.80#53,E118,no longer listening on <*>
706,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.81#53,E118,no longer listening on <*>
707,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.82#53,E118,no longer listening on <*>
708,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.83#53,E118,no longer listening on <*>
709,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.84#53,E118,no longer listening on <*>
710,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.85#53,E118,no longer listening on <*>
711,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.87#53,E118,no longer listening on <*>
712,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.89#53,E118,no longer listening on <*>
713,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.90#53,E118,no longer listening on <*>
714,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.95#53,E118,no longer listening on <*>
715,Oct,25,14:07:01,combo,named,2281,no longer listening on 63.126.79.100#53,E118,no longer listening on <*>
716,Oct,25,14:07:02,combo,named,2281,no longer listening on 63.126.79.105#53,E118,no longer listening on <*>
717,Oct,25,14:07:02,combo,named,2281,no longer listening on 63.126.79.110#53,E118,no longer listening on <*>
718,Oct,25,14:07:02,combo,named,2281,no longer listening on 63.126.79.115#53,E118,no longer listening on <*>
719,Oct,25,14:07:02,combo,named,2281,no longer listening on 63.126.79.120#53,E118,no longer listening on <*>
720,Oct,25,14:07:02,combo,named,2281,no longer listening on 63.126.79.125#53,E118,no longer listening on <*>
721,Oct,25,14:07:03,combo,named,2281,exiting,E119,exiting
722,Oct,25,10:07:05,combo,named,,named shutdown succeeded,E108,<*> shutdown succeeded
723,Oct,25,10:07:05,combo,snmpd,2293,Received TERM or STOP signal...  shutting down,E172,Received TERM or STOP signal...  shutting down
724,Oct,25,10:07:06,combo,snmpd,,snmpd shutdown succeeded,E108,<*> shutdown succeeded
725,Oct,25,10:07:06,combo,xinetd,2006,Exiting...,E120,Exiting
726,Oct,25,10:07:07,combo,xinetd,,xinetd shutdown succeeded,E108,<*> shutdown succeeded
727,Oct,25,10:07:08,combo,crond,,crond shutdown succeeded,E108,<*> shutdown succeeded
728,Oct,25,10:07:08,combo,apmd,1720,Exiting,E120,Exiting
729,Oct,25,10:07:09,combo,apmd,,apmd shutdown succeeded,E108,<*> shutdown succeeded
730,Oct,25,10:07:09,combo,ntpd,2310,ntpd exiting on signal 15,E152,ntpd exiting on signal <*>
731,Oct,25,10:07:09,combo,ntpd,,ntpd shutdown succeeded,E108,<*> shutdown succeeded
732,Oct,25,10:07:09,combo,dd,,1+0 records in,E177,<*>+<*> records in
733,Oct,25,10:07:09,combo,dd,,1+0 records out,E178,<*>+<*> records out
734,Oct,25,10:07:09,combo,random,,Saving random seed:  succeeded,E160,Saving random seed:  succeeded
735,Oct,25,10:07:10,combo,rpc.statd,1608,"Caught signal 15, un-registering and exiting.",E161,"Caught signal <*>, un-registering and exiting."
736,Oct,25,10:07:11,combo,nfslock,,rpc.statd shutdown succeeded,E108,<*> shutdown succeeded
737,Oct,25,10:07:11,combo,portmap,,portmap shutdown succeeded,E108,<*> shutdown succeeded
738,Oct,25,10:07:11,combo,kernel,,Kernel logging (proc) stopped.,E153,Kernel logging (proc) stopped.
739,Oct,25,10:07:11,combo,kernel,,Kernel log daemon terminating.,E154,Kernel log daemon terminating.
740,Oct,25,10:07:15,combo,syslog,,klogd shutdown succeeded,E108,<*> shutdown succeeded
741,Oct,25,10:08:46,combo,syslogd 1.4.1,,restart.,E1,restart.
742,Oct,25,10:08:46,combo,syslog,,syslogd startup succeeded,E2,<*> startup succeeded
743,Oct,25,10:08:46,combo,syslog,,klogd startup succeeded,E2,<*> startup succeeded
744,Oct,25,10:08:46,combo,kernel,,"klogd 1.4.1, log source = /proc/kmsg started.",E3,"klogd <*>.<*>.<*>, log source = /proc/kmsg started."
745,Oct,25,10:08:46,combo,kernel,,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,E187,Linux version <*>.<*>.<*><*>.<*> (bhcompile@bugs.build.redhat.com) (gcc version <*>.<*>.<*> (Red Hat Linux <*>.<*>.<*><*>)) #<*> <*>:<*>:<*> EDT <*>
746,Oct,25,10:08:46,combo,kernel,,BIOS-provided physical RAM map:,E4,BIOS-provided physical RAM map:
747,Oct,25,10:08:46,combo,kernel,,BIOS-e820: 0000000000000000 - 00000000000a0000 (usable),E5,BIOS-e820: <*> - <*> (usable)
748,Oct,25,10:08:46,combo,kernel,,BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved),E6,BIOS-e820: <*> - <*> (reserved)
749,Oct,25,10:08:46,combo,kernel,,BIOS-e820: 0000000000100000 - 0000000007eae000 (usable),E5,BIOS-e820: <*> - <*> (usable)
750,Oct,25,10:08:46,combo,kernel,,BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved),E6,BIOS-e820: <*> - <*> (reserved)
751,Oct,25,10:08:46,combo,kernel,,BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved),E6,BIOS-e820: <*> - <*> (reserved)
752,Oct,25,10:08:46,combo,kernel,,0MB HIGHMEM available.,E7,<*> HIGHMEM available.
753,Oct,25,10:08:46,combo,kernel,,126MB LOWMEM available.,E8,<*> LOWMEM available.
754,Oct,25,10:08:46,combo,kernel,,zapping low mappings.,E9,zapping low mappings.
755,Oct,25,10:08:46,combo,kernel,,On node 0 totalpages: 32430,E10,On node <*> totalpages: <*>
756,Oct,25,10:08:46,combo,irqbalance,,irqbalance startup succeeded,E2,<*> startup succeeded
757,Oct,25,10:08:46,combo,kernel,,"DMA zone: 4096 pages, LIFO batch:1",E11,"DMA zone: <*> pages, LIFO batch:<*>"
